Time Step,490,3607640703ns,7362532ns,1569872ns,91054235ns
Parallel Broadcast,32050,1131756417ns,35312ns,60ns,297509ns
Boundary,12595,12734676ns,1011ns,949ns,5860ns
dot Product,11615,584210782ns,50297ns,49839ns,93590ns
Sequential Broadcast,114825,800769606ns,6973ns,70ns,655857ns
Residual Calculation,11615,294823826ns,25383ns,25100ns,63540ns
Reduction,23230,1314180725ns,56572ns,49769ns,119739ns
Halo,980,991818ns,1012ns,770ns,5050ns
MPI Communication Init,13085,302838ns,23ns,19ns,370ns
MPI Communication Wait,13085,708870ns,54ns,40ns,5450ns
A dot Product,11615,732040566ns,63025ns,61819ns,119899ns
CG Iteration,11615,2949961533ns,253978ns,179539ns,373449ns
Compute dt,490,49568721ns,101160ns,100019ns,133119ns
Pressure Solver,490,3033064527ns,6189927ns,386309ns,89852630ns
