Time Step,962,9433963687ns,9806615ns,988075ns,186231249ns
Parallel Broadcast,87128,2796953528ns,32101ns,110ns,307589ns
Boundary,40678,12144364ns,298ns,260ns,18420ns
dot Product,38754,1255619446ns,32399ns,29580ns,492448ns
Sequential Broadcast,287632,1182491678ns,4111ns,70ns,465938ns
Residual Calculation,38754,759271046ns,19592ns,15630ns,208089ns
Reduction,77508,2656240514ns,34270ns,28199ns,108819ns
Halo,1924,1834850ns,953ns,610ns,4250ns
MPI Communication Init,41640,35521124ns,853ns,520ns,68980ns
MPI Communication Wait,41640,193470945ns,4646ns,630ns,99429ns
A dot Product,38754,1653140414ns,42657ns,36460ns,178529ns
CG Iteration,38754,7114244277ns,183574ns,127549ns,522157ns
Compute dt,962,1523404859ns,1583580ns,64000ns,173068940ns
Pressure Solver,962,7255860829ns,7542474ns,256299ns,132321512ns
