Time Step,962,7980002217ns,8295220ns,987115ns,133211328ns
Parallel Broadcast,90976,2742617985ns,30146ns,100ns,358868ns
Boundary,40678,23787630ns,584ns,530ns,21800ns
dot Product,38754,1258457085ns,32472ns,29490ns,608897ns
Sequential Broadcast,328310,1188878581ns,3621ns,70ns,459148ns
Residual Calculation,38754,817496087ns,21094ns,15770ns,221449ns
Reduction,77508,2677914621ns,34550ns,28589ns,149289ns
Halo,1924,1923521ns,999ns,600ns,5740ns
MPI Communication Init,41640,19096660ns,458ns,270ns,60730ns
MPI Communication Wait,41640,117762987ns,2828ns,310ns,55720ns
A dot Product,38754,1726271440ns,44544ns,37210ns,176639ns
CG Iteration,38754,7114158525ns,183572ns,127420ns,520117ns
Compute dt,962,72931853ns,75812ns,64769ns,311819ns
Pressure Solver,962,7260179585ns,7546964ns,259279ns,132321752ns
