Time Step,962,9436168769ns,9808907ns,986535ns,186487998ns
Parallel Broadcast,87128,2793000492ns,32056ns,110ns,360228ns
Boundary,40678,12022614ns,295ns,269ns,3850ns
dot Product,38754,1257500139ns,32448ns,29220ns,545458ns
Sequential Broadcast,287632,1172220575ns,4075ns,80ns,422878ns
Residual Calculation,38754,761822418ns,19657ns,15620ns,146039ns
Reduction,77508,2643022430ns,34099ns,28199ns,103240ns
Halo,1924,1963757ns,1020ns,620ns,5200ns
MPI Communication Init,41640,32928191ns,790ns,520ns,53680ns
MPI Communication Wait,41640,205528510ns,4935ns,530ns,109569ns
A dot Product,38754,1654660524ns,42696ns,36510ns,263079ns
CG Iteration,38754,7113938412ns,183566ns,127360ns,522087ns
Compute dt,962,1525280847ns,1585531ns,63800ns,173335549ns
Pressure Solver,962,7260657227ns,7547460ns,250459ns,132320862ns
