Time Step,962,12135193036ns,12614545ns,1903012ns,195836911ns
Parallel Broadcast,75826,3333924806ns,43968ns,50ns,339188ns
Boundary,35027,19093586ns,545ns,510ns,9720ns
dot Product,33103,1963199392ns,59305ns,49780ns,682467ns
Sequential Broadcast,248075,1866183039ns,7522ns,70ns,617467ns
Residual Calculation,33103,996343808ns,30098ns,25829ns,215439ns
Reduction,66206,3852068968ns,58183ns,49389ns,236939ns
Halo,1924,2855042ns,1483ns,840ns,7590ns
MPI Communication Init,35989,27933924ns,776ns,610ns,37660ns
MPI Communication Wait,35989,58748072ns,1632ns,430ns,123909ns
A dot Product,33103,2242406429ns,67740ns,62220ns,204089ns
CG Iteration,33103,9047906764ns,273325ns,187909ns,580287ns
Compute dt,962,1611319352ns,1674968ns,106999ns,170878464ns
Pressure Solver,962,9446480232ns,9819626ns,617668ns,192519486ns
