Time Step,962,12140213257ns,12619764ns,1892582ns,195803361ns
Parallel Broadcast,75826,3363903317ns,44363ns,60ns,345338ns
Boundary,35027,20222994ns,577ns,510ns,24330ns
dot Product,33103,1953761638ns,59020ns,49800ns,457218ns
Sequential Broadcast,248075,1876698675ns,7565ns,70ns,994515ns
Residual Calculation,33103,968172574ns,29247ns,25550ns,138329ns
Reduction,66206,3888406841ns,58731ns,49389ns,241789ns
Halo,1924,2910452ns,1512ns,840ns,27900ns
MPI Communication Init,35989,27244938ns,757ns,560ns,66329ns
MPI Communication Wait,35989,96657145ns,2685ns,400ns,158799ns
A dot Product,33103,2252718442ns,68051ns,62310ns,203729ns
CG Iteration,33103,9048175004ns,273333ns,187869ns,582377ns
Compute dt,962,1565681023ns,1627527ns,104999ns,171395391ns
Pressure Solver,962,9438948898ns,9811797ns,587337ns,192523566ns
