Time Step,962,10681633862ns,11103569ns,1892442ns,193855169ns
Parallel Broadcast,75826,3379775121ns,44572ns,60ns,337468ns
Boundary,35027,18065074ns,515ns,469ns,61279ns
dot Product,33103,1946128691ns,58790ns,49740ns,684317ns
Sequential Broadcast,248075,1883082678ns,7590ns,70ns,575427ns
Residual Calculation,33103,954959893ns,28848ns,25570ns,271569ns
Reduction,66206,3887303629ns,58715ns,49389ns,242209ns
Halo,1924,2994534ns,1556ns,880ns,9240ns
MPI Communication Init,35989,27078227ns,752ns,560ns,75150ns
MPI Communication Wait,35989,96371363ns,2677ns,440ns,164859ns
A dot Product,33103,2250115705ns,67973ns,62390ns,203739ns
CG Iteration,33103,9047883628ns,273325ns,188039ns,574257ns
Compute dt,962,107018418ns,111245ns,104990ns,183059ns
Pressure Solver,962,9435503203ns,9808215ns,581597ns,192506106ns
