Time Step,490,1192468866ns,2433609ns,413718ns,24208852ns
Parallel Broadcast,34854,341970016ns,9811ns,40ns,110649ns
Boundary,15957,4506680ns,282ns,269ns,3650ns
dot Product,14977,207617741ns,13862ns,12740ns,445658ns
Sequential Broadcast,113169,227007066ns,2005ns,40ns,188799ns
Residual Calculation,14977,113506241ns,7578ns,6670ns,142809ns
Reduction,29954,435485778ns,14538ns,12449ns,35970ns
Halo,980,553158ns,564ns,480ns,3010ns
MPI Communication Init,16447,7502684ns,456ns,350ns,19109ns
MPI Communication Wait,16447,12174529ns,740ns,240ns,44880ns
A dot Product,14977,256902927ns,17153ns,15910ns,96769ns
CG Iteration,14977,1014295027ns,67723ns,46010ns,282048ns
Compute dt,490,14346658ns,29278ns,27330ns,87510ns
Pressure Solver,490,1040931851ns,2124350ns,114370ns,23872283ns
