Time Step,1892,197134695258ns,104193813ns,7637587ns,1402671866ns
Parallel Broadcast,376164,77050774775ns,204832ns,270ns,1774919ns
Boundary,182406,134123625ns,735ns,570ns,65460ns
dot Product,178622,31169075646ns,174497ns,160270ns,1758198ns
Sequential Broadcast,1282518,21711590204ns,16928ns,230ns,2278819ns
Residual Calculation,178622,18708715553ns,104739ns,80920ns,1207800ns
Reduction,357244,67497638661ns,188939ns,157380ns,583390ns
Halo,3784,17354537ns,4586ns,2180ns,45970ns
MPI Communication Init,184298,313255732ns,1699ns,930ns,114969ns
MPI Communication Wait,184298,1498521450ns,8130ns,1200ns,460090ns
A dot Product,178622,39736602834ns,222461ns,199550ns,599699ns
CG Iteration,178622,179304624487ns,1003821ns,690489ns,2762630ns
Compute dt,1892,6723516967ns,3553655ns,350919ns,657304511ns
Pressure Solver,1892,182791479356ns,96612832ns,3015859ns,1390066430ns
