Time Step,1892,197113807424ns,104182773ns,7634317ns,1401930886ns
Parallel Broadcast,376164,76685670500ns,203862ns,270ns,1872310ns
Boundary,182406,134056754ns,734ns,590ns,34790ns
dot Product,178622,31243224751ns,174912ns,160560ns,1538260ns
Sequential Broadcast,1282518,21574922980ns,16822ns,240ns,2573757ns
Residual Calculation,178622,19007528027ns,106412ns,81020ns,1014579ns
Reduction,357244,67323008032ns,188451ns,157290ns,530850ns
Halo,3784,17463600ns,4615ns,2170ns,26560ns
MPI Communication Init,184298,269670562ns,1463ns,810ns,64700ns
MPI Communication Wait,184298,1456229665ns,7901ns,1660ns,620510ns
A dot Product,178622,39953882166ns,223678ns,199240ns,800760ns
CG Iteration,178622,179304424133ns,1003820ns,690879ns,2742350ns
Compute dt,1892,6679462052ns,3530371ns,353360ns,654805061ns
Pressure Solver,1892,182803986793ns,96619443ns,3043419ns,1389662589ns
