Time Step,1892,197123999231ns,104188160ns,7628427ns,1402182986ns
Parallel Broadcast,376164,76677054895ns,203839ns,270ns,1776959ns
Boundary,182406,133783964ns,733ns,580ns,93030ns
dot Product,178622,31169869438ns,174501ns,160559ns,1796878ns
Sequential Broadcast,1282518,21537784816ns,16793ns,240ns,2291018ns
Residual Calculation,178622,19093920066ns,106895ns,80850ns,1042429ns
Reduction,357244,67394054695ns,188649ns,157300ns,532070ns
Halo,3784,17625289ns,4657ns,2230ns,71550ns
MPI Communication Init,184298,311595871ns,1690ns,880ns,95220ns
MPI Communication Wait,184298,1547554287ns,8397ns,1110ns,643450ns
A dot Product,178622,39852977340ns,223113ns,198500ns,603961ns
CG Iteration,178622,179304442894ns,1003820ns,690329ns,2751450ns
Compute dt,1892,6699878119ns,3541161ns,358910ns,655967571ns
Pressure Solver,1892,182807851198ns,96621485ns,3082449ns,1390050030ns
