Time Step,1892,191349195125ns,101135938ns,7634597ns,1394521262ns
Parallel Broadcast,383732,77119422899ns,200972ns,180ns,1880359ns
Boundary,182406,230380037ns,1263ns,1050ns,113650ns
dot Product,178622,31186948813ns,174597ns,160350ns,2806009ns
Sequential Broadcast,1464924,21608658036ns,14750ns,230ns,2552357ns
Residual Calculation,178622,18650619373ns,104413ns,80690ns,1073920ns
Reduction,357244,67542514776ns,189065ns,158120ns,539971ns
Halo,3784,17359318ns,4587ns,2300ns,16980ns
MPI Communication Init,184298,163504220ns,887ns,450ns,86380ns
MPI Communication Wait,184298,1282196390ns,6957ns,630ns,659330ns
A dot Product,178622,40141967886ns,224731ns,199550ns,802900ns
CG Iteration,178622,179302153361ns,1003807ns,690059ns,2741430ns
Compute dt,1892,926513326ns,489700ns,344349ns,953320ns
Pressure Solver,1892,182812936597ns,96624173ns,3060779ns,1390012060ns
