Time Step,1892,309235677274ns,163443804ns,8447045ns,1705437653ns
Parallel Broadcast,491748,127796314960ns,259881ns,110ns,2193221ns
Boundary,240198,258991687ns,1078ns,840ns,66750ns
dot Product,236414,49563726496ns,209648ns,198391ns,1910126ns
Sequential Broadcast,1687062,32141986505ns,19052ns,180ns,2797865ns
Residual Calculation,236414,26873323874ns,113670ns,100241ns,1359586ns
Reduction,472828,110591209328ns,233893ns,196952ns,729654ns
Halo,3784,28350401ns,7492ns,3130ns,73600ns
MPI Communication Init,242090,371036322ns,1532ns,780ns,83100ns
MPI Communication Wait,242090,1740608355ns,7189ns,940ns,484412ns
A dot Product,236414,63520100921ns,268681ns,250102ns,783334ns
CG Iteration,236414,289192518433ns,1223246ns,863725ns,3667619ns
Compute dt,1892,6924500730ns,3659884ns,438471ns,674808986ns
Pressure Solver,1892,293226393869ns,154982237ns,3105505ns,1692550974ns
