Time Step,490,1114959724ns,2275428ns,325119ns,42440121ns
Parallel Broadcast,26296,204733152ns,7785ns,80ns,61070ns
Boundary,11678,2627280ns,224ns,209ns,6320ns
dot Product,10698,125431632ns,11724ns,10500ns,304788ns
Sequential Broadcast,83216,163376727ns,1963ns,50ns,243498ns
Residual Calculation,10698,72358935ns,6763ns,5600ns,114430ns
Reduction,21396,250028071ns,11685ns,9849ns,58150ns
Halo,980,468897ns,478ns,400ns,2280ns
MPI Communication Init,12168,7446915ns,612ns,400ns,29190ns
MPI Communication Wait,12168,8648380ns,710ns,310ns,61160ns
A dot Product,10698,152888093ns,14291ns,12719ns,86490ns
CG Iteration,10698,608627852ns,56891ns,38330ns,162559ns
Compute dt,490,371701951ns,758575ns,23320ns,40258532ns
Pressure Solver,490,630433271ns,1286598ns,78670ns,20108471ns
