Time Step,490,1114309027ns,2274100ns,338579ns,42362482ns
Parallel Broadcast,26296,204891657ns,7791ns,80ns,124249ns
Boundary,11678,2629028ns,225ns,200ns,21980ns
dot Product,10698,125418281ns,11723ns,10550ns,306119ns
Sequential Broadcast,83216,163079297ns,1959ns,50ns,244479ns
Residual Calculation,10698,71904766ns,6721ns,5500ns,83600ns
Reduction,21396,251968122ns,11776ns,9849ns,41350ns
Halo,980,480206ns,490ns,409ns,2000ns
MPI Communication Init,12168,7646447ns,628ns,400ns,24630ns
MPI Communication Wait,12168,9239378ns,759ns,300ns,61300ns
A dot Product,10698,152577101ns,14262ns,12660ns,86490ns
CG Iteration,10698,608641711ns,56893ns,38180ns,162639ns
Compute dt,490,370911257ns,756961ns,23270ns,40182213ns
Pressure Solver,490,630832429ns,1287413ns,78670ns,20105821ns
