Time Step,962,29269528638ns,30425705ns,3181846ns,398897781ns
Parallel Broadcast,106756,11373954029ns,106541ns,90ns,892985ns
Boundary,48568,48185192ns,992ns,920ns,8730ns
dot Product,46644,4767505095ns,102210ns,99099ns,1588023ns
Sequential Broadcast,391430,4259823183ns,10882ns,130ns,1369834ns
Residual Calculation,46644,2464087264ns,52827ns,50160ns,147619ns
Reduction,93288,10537992928ns,112961ns,98769ns,369709ns
Halo,1924,4244820ns,2206ns,940ns,9010ns
MPI Communication Init,49530,19871836ns,401ns,250ns,15120ns
MPI Communication Wait,49530,151352400ns,3055ns,280ns,103250ns
A dot Product,46644,5980333028ns,128212ns,123419ns,375999ns
CG Iteration,46644,26417836984ns,566371ns,411288ns,916286ns
Compute dt,962,201600163ns,209563ns,202139ns,246299ns
Pressure Solver,962,26982161054ns,28047984ns,808906ns,396517692ns
