Time Step,490,1888998773ns,3855099ns,521027ns,45941195ns
Parallel Broadcast,36728,475196524ns,12938ns,60ns,52049ns
Boundary,15914,6827823ns,429ns,400ns,10070ns
dot Product,14934,261392129ns,17503ns,16990ns,365608ns
Sequential Broadcast,128782,297094152ns,2306ns,70ns,192149ns
Residual Calculation,14934,138219328ns,9255ns,8790ns,71569ns
Reduction,29868,574156131ns,19223ns,16789ns,47239ns
Halo,980,518107ns,528ns,460ns,1400ns
MPI Communication Init,16404,5239937ns,319ns,210ns,9300ns
MPI Communication Wait,16404,10995841ns,670ns,180ns,32770ns
A dot Product,14934,326054884ns,21833ns,20970ns,126090ns
CG Iteration,14934,1317288871ns,88207ns,61399ns,191969ns
Compute dt,490,362988709ns,740793ns,35330ns,38799549ns
Pressure Solver,490,1347091810ns,2749166ns,120709ns,30935948ns
