Time Step,1892,184371054290ns,97447703ns,6145959ns,1122278896ns
Parallel Broadcast,434212,67093358483ns,154517ns,70ns,1833045ns
Boundary,211430,230988831ns,1092ns,880ns,33140ns
dot Product,207646,30224658821ns,145558ns,133839ns,2182437ns
Sequential Broadcast,1485686,20809247274ns,14006ns,100ns,2220546ns
Residual Calculation,207646,17164912701ns,82664ns,68160ns,1012298ns
Reduction,415292,66761700285ns,160758ns,132889ns,563359ns
Halo,3784,24376440ns,6441ns,2800ns,32840ns
MPI Communication Init,213322,326495136ns,1530ns,790ns,79200ns
MPI Communication Wait,213322,1377680927ns,6458ns,820ns,3014982ns
A dot Product,207646,40298814776ns,194074ns,168940ns,751649ns
CG Iteration,207646,167799859323ns,808105ns,531139ns,2193244ns
Compute dt,1892,6821804858ns,3605605ns,297449ns,667598664ns
Pressure Solver,1892,170760583438ns,90254008ns,2108246ns,1110721584ns
