Time Step,1892,178441113667ns,94313485ns,6193749ns,1114710897ns
Parallel Broadcast,434212,60640106333ns,139655ns,70ns,945018ns
Boundary,211430,186519840ns,882ns,720ns,49380ns
dot Product,207646,31330582593ns,150884ns,133809ns,2807666ns
Sequential Broadcast,1485686,20753768788ns,13969ns,139ns,2053255ns
Residual Calculation,207646,22482599649ns,108273ns,68620ns,1047138ns
Reduction,415292,66654108776ns,160499ns,132519ns,539549ns
Halo,3784,23476011ns,6204ns,2500ns,37230ns
MPI Communication Init,213322,320057517ns,1500ns,820ns,72870ns
MPI Communication Wait,213322,1351153011ns,6333ns,790ns,577809ns
A dot Product,207646,40388360011ns,194505ns,167410ns,737398ns
CG Iteration,207646,167795140319ns,808082ns,531429ns,2156124ns
Compute dt,1892,900220203ns,475803ns,309739ns,3523231ns
Pressure Solver,1892,170744702284ns,90245614ns,2126346ns,1110714404ns
