Time Step,1892,184351749068ns,97437499ns,6143409ns,1121982297ns
Parallel Broadcast,434212,61212793651ns,140974ns,70ns,979058ns
Boundary,211430,182953580ns,865ns,720ns,74120ns
dot Product,207646,31376877091ns,151107ns,133819ns,2894586ns
Sequential Broadcast,1485686,20708455732ns,13938ns,130ns,2161696ns
Residual Calculation,207646,21862656698ns,105288ns,68590ns,1028558ns
Reduction,415292,66655342948ns,160502ns,132539ns,667079ns
Halo,3784,22878122ns,6046ns,2640ns,51809ns
MPI Communication Init,213322,351398990ns,1647ns,810ns,138959ns
MPI Communication Wait,213322,1690643906ns,7925ns,720ns,3093872ns
A dot Product,207646,40085031487ns,193045ns,167850ns,711979ns
CG Iteration,207646,167796118735ns,808087ns,531609ns,2210524ns
Compute dt,1892,6796249281ns,3592097ns,300849ns,665482437ns
Pressure Solver,1892,170757158626ns,90252198ns,2127516ns,1110724074ns
