Time Step,1892,184361696779ns,97442757ns,6142139ns,1121350058ns
Parallel Broadcast,426644,60929265646ns,142810ns,70ns,1233678ns
Boundary,211430,51426645ns,243ns,200ns,22110ns
dot Product,207646,31343514998ns,150946ns,133869ns,2790426ns
Sequential Broadcast,1274256,20726398005ns,16265ns,120ns,3661571ns
Residual Calculation,207646,22171347961ns,106774ns,68969ns,924938ns
Reduction,415292,66546153052ns,160239ns,132049ns,507099ns
Halo,3784,23240854ns,6141ns,2570ns,43640ns
MPI Communication Init,213322,473441198ns,2219ns,1340ns,80109ns
MPI Communication Wait,213322,1772804543ns,8310ns,1080ns,541529ns
A dot Product,207646,39888558512ns,192098ns,167370ns,735298ns
CG Iteration,207646,167790780070ns,808061ns,531549ns,2220354ns
Compute dt,1892,6805256696ns,3596858ns,299119ns,666666675ns
Pressure Solver,1892,170735766824ns,90240891ns,2089716ns,1110698084ns
