Time Step,1892,184332798756ns,97427483ns,6144949ns,1122184866ns
Parallel Broadcast,426644,61298674788ns,143676ns,130ns,939937ns
Boundary,211430,49675558ns,234ns,200ns,39850ns
dot Product,207646,31345779242ns,150957ns,133849ns,2795136ns
Sequential Broadcast,1274256,20607753456ns,16172ns,139ns,2102375ns
Residual Calculation,207646,21804050387ns,105005ns,68919ns,1007368ns
Reduction,415292,66524205900ns,160186ns,132119ns,730418ns
Halo,3784,21709884ns,5737ns,2320ns,19630ns
MPI Communication Init,213322,496152069ns,2325ns,1320ns,139980ns
MPI Communication Wait,213322,1875958172ns,8794ns,1190ns,3517341ns
A dot Product,207646,39855615539ns,191940ns,167380ns,743649ns
CG Iteration,207646,167786868541ns,808042ns,532069ns,2195204ns
Compute dt,1892,6772851891ns,3579731ns,305069ns,663255391ns
Pressure Solver,1892,170753623385ns,90250329ns,2124076ns,1110704694ns
