Time Step,1892,120983771535ns,63944910ns,5364990ns,984317656ns
Parallel Broadcast,325790,43165211487ns,132493ns,180ns,1501165ns
Boundary,157219,86854599ns,552ns,430ns,15510ns
dot Product,153435,17369857982ns,113206ns,102329ns,2199552ns
Sequential Broadcast,1106209,14514366102ns,13120ns,160ns,1986372ns
Residual Calculation,153435,12627860617ns,82301ns,52840ns,1246395ns
Reduction,306870,37913267624ns,123548ns,100610ns,479758ns
Halo,3784,19558448ns,5168ns,2340ns,13480ns
MPI Communication Init,159111,244733974ns,1538ns,930ns,59869ns
MPI Communication Wait,159111,1336022395ns,8396ns,1200ns,528068ns
A dot Product,153435,24660135172ns,160720ns,127489ns,480998ns
CG Iteration,153435,105299992638ns,686284ns,449129ns,2119232ns
Compute dt,1892,6882480831ns,3637674ns,249899ns,698679776ns
Pressure Solver,1892,107979825601ns,57071789ns,1851472ns,972046378ns
