Time Step,1892,121073507538ns,63992340ns,5371880ns,987667174ns
Parallel Broadcast,325790,42931900353ns,131777ns,190ns,1521345ns
Boundary,157219,89899050ns,571ns,439ns,18130ns
dot Product,153435,17523178818ns,114205ns,102089ns,2108183ns
Sequential Broadcast,1106209,14352722540ns,12974ns,160ns,2044363ns
Residual Calculation,153435,12802958653ns,83442ns,52960ns,1286915ns
Reduction,306870,38020382681ns,123897ns,100589ns,404068ns
Halo,3784,18861830ns,4984ns,2510ns,18470ns
MPI Communication Init,159111,241401497ns,1517ns,890ns,67360ns
MPI Communication Wait,159111,1511804363ns,9501ns,1160ns,630508ns
A dot Product,153435,24573930433ns,160158ns,127539ns,483088ns
CG Iteration,153435,105298942394ns,686277ns,449539ns,2121882ns
Compute dt,1892,6931484907ns,3663575ns,255519ns,708056042ns
Pressure Solver,1892,108078810715ns,57124107ns,1839612ns,972071908ns
