Time Step,1892,114899437936ns,60729089ns,5525060ns,975626686ns
Parallel Broadcast,333358,43621911279ns,130856ns,180ns,1613634ns
Boundary,157219,193444535ns,1230ns,880ns,25470ns
dot Product,153435,17545134552ns,114348ns,102379ns,2188053ns
Sequential Broadcast,1263428,14218051108ns,11253ns,160ns,2188312ns
Residual Calculation,153435,12346436826ns,80466ns,53030ns,1272905ns
Reduction,306870,38085688771ns,124110ns,101339ns,407898ns
Halo,3784,19370520ns,5119ns,2330ns,16219ns
MPI Communication Init,159111,147815480ns,929ns,480ns,36630ns
MPI Communication Wait,159111,828730004ns,5208ns,630ns,521628ns
A dot Product,153435,25055533172ns,163297ns,129680ns,481588ns
CG Iteration,153435,105308529293ns,686339ns,448708ns,2118772ns
Compute dt,1892,935906112ns,494664ns,260939ns,1192836ns
Pressure Solver,1892,108328331006ns,57255988ns,2043152ns,972163218ns
