Time Step,1892,121024205503ns,63966281ns,5494798ns,986909917ns
Parallel Broadcast,325790,43335522791ns,133016ns,180ns,1449384ns
Boundary,157219,87705258ns,557ns,430ns,68440ns
dot Product,153435,17381115929ns,113279ns,102349ns,2206752ns
Sequential Broadcast,1106209,14562360425ns,13164ns,160ns,1794993ns
Residual Calculation,153435,12430418268ns,81014ns,52830ns,732147ns
Reduction,306870,38204424896ns,124497ns,100560ns,413268ns
Halo,3784,19569410ns,5171ns,2290ns,50330ns
MPI Communication Init,159111,250605896ns,1575ns,910ns,225470ns
MPI Communication Wait,159111,1316326063ns,8273ns,1180ns,509838ns
A dot Product,153435,24656870314ns,160699ns,128810ns,502758ns
CG Iteration,153435,105296503828ns,686261ns,450368ns,2124782ns
Compute dt,1892,6892900947ns,3643182ns,252139ns,703155120ns
Pressure Solver,1892,107963100515ns,57062949ns,1827172ns,972026098ns
