Time Step,1892,121047471542ns,63978579ns,5461680ns,984363216ns
Parallel Broadcast,325790,42370126412ns,130053ns,180ns,1359185ns
Boundary,157219,84234990ns,535ns,420ns,48480ns
dot Product,153435,17737344469ns,115601ns,102089ns,2430982ns
Sequential Broadcast,1106209,14360544838ns,12981ns,160ns,1997612ns
Residual Calculation,153435,13063866548ns,85142ns,52470ns,1279285ns
Reduction,306870,37966902722ns,123723ns,100589ns,456918ns
Halo,3784,16876088ns,4459ns,2370ns,66690ns
MPI Communication Init,159111,233264331ns,1466ns,890ns,84570ns
MPI Communication Wait,159111,1517038176ns,9534ns,1160ns,636708ns
A dot Product,153435,24663012872ns,160739ns,128990ns,476828ns
CG Iteration,153435,105300991424ns,686290ns,450198ns,2121032ns
Compute dt,1892,6912040523ns,3653298ns,252839ns,705938800ns
Pressure Solver,1892,107993309601ns,57078916ns,1847302ns,972027708ns
