Time Step,1892,150018179175ns,79290792ns,5601921ns,1048904962ns
Parallel Broadcast,371812,55458265670ns,149156ns,210ns,1576655ns
Boundary,180230,107362512ns,595ns,460ns,23290ns
dot Product,176446,22755224485ns,128964ns,115819ns,2396471ns
Sequential Broadcast,1267286,16498787598ns,13018ns,180ns,1935135ns
Residual Calculation,176446,15538648934ns,88064ns,59629ns,1116967ns
Reduction,352892,48908544354ns,138593ns,112569ns,420629ns
Halo,3784,19563612ns,5170ns,2370ns,30810ns
MPI Communication Init,182122,256148457ns,1406ns,860ns,52600ns
MPI Communication Wait,182122,1573416870ns,8639ns,1650ns,668778ns
A dot Product,176446,30907486851ns,175166ns,145670ns,542248ns
CG Iteration,176446,133993326449ns,759401ns,511009ns,2186144ns
Compute dt,1892,6812329733ns,3600597ns,269269ns,672751906ns
Pressure Solver,1892,136983591101ns,72401475ns,2069963ns,1037193294ns
