Time Step,1892,150037905948ns,79301218ns,5686381ns,1048617512ns
Parallel Broadcast,371812,55312815914ns,148765ns,200ns,1525555ns
Boundary,180230,109141415ns,605ns,460ns,68210ns
dot Product,176446,22735586397ns,128852ns,115719ns,2453962ns
Sequential Broadcast,1267286,16502272839ns,13021ns,180ns,2106744ns
Residual Calculation,176446,15706616746ns,89016ns,59390ns,1143697ns
Reduction,352892,49062380667ns,139029ns,112660ns,418189ns
Halo,3784,19487761ns,5150ns,2320ns,29120ns
MPI Communication Init,182122,359211133ns,1972ns,970ns,167659ns
MPI Communication Wait,182122,1570248858ns,8621ns,1850ns,552709ns
A dot Product,176446,30793330840ns,174519ns,145590ns,530629ns
CG Iteration,176446,133997708939ns,759426ns,511309ns,2187104ns
Compute dt,1892,6843385532ns,3617011ns,273979ns,675082388ns
Pressure Solver,1892,136986641643ns,72403087ns,2122803ns,1037193944ns
