Time Step,490,1023062970ns,2087883ns,293908ns,42514311ns
Parallel Broadcast,24646,174313215ns,7072ns,30ns,26500ns
Boundary,11833,1243394ns,105ns,90ns,2600ns
dot Product,10853,109418735ns,10081ns,8790ns,148469ns
Sequential Broadcast,72468,137507806ns,1897ns,30ns,122390ns
Residual Calculation,10853,67995715ns,6265ns,4690ns,68550ns
Reduction,21706,214437639ns,9879ns,8209ns,24460ns
Halo,980,521628ns,532ns,450ns,3030ns
MPI Communication Init,12323,7743028ns,628ns,500ns,44690ns
MPI Communication Wait,12323,11946861ns,969ns,340ns,59930ns
A dot Product,10853,135984990ns,12529ns,10739ns,193979ns
CG Iteration,10853,538617573ns,49628ns,33330ns,229759ns
Compute dt,490,370050837ns,755205ns,20410ns,40110772ns
Pressure Solver,490,559169412ns,1141162ns,74209ns,17216365ns
