Time Step,490,1006583135ns,2054251ns,302818ns,44536260ns
Parallel Broadcast,30766,157453631ns,5117ns,50ns,39640ns
Boundary,13913,2780689ns,199ns,170ns,3440ns
dot Product,12933,105269664ns,8139ns,7000ns,240419ns
Sequential Broadcast,98861,115557139ns,1168ns,40ns,103909ns
Residual Calculation,12933,72441013ns,5601ns,3990ns,152370ns
Reduction,25866,197796804ns,7646ns,6190ns,73840ns
Halo,980,436478ns,445ns,380ns,4570ns
MPI Communication Init,14403,9148806ns,635ns,410ns,31510ns
MPI Communication Wait,14403,12320673ns,855ns,310ns,69240ns
A dot Product,12933,139590868ns,10793ns,8640ns,77380ns
CG Iteration,12933,528319915ns,40850ns,25800ns,196139ns
Compute dt,490,384704495ns,785111ns,16380ns,42017353ns
Pressure Solver,490,547277338ns,1116892ns,94169ns,21502294ns
