Time Step,490,1003742769ns,2048454ns,303978ns,44195372ns
Parallel Broadcast,30766,157298875ns,5112ns,50ns,76350ns
Boundary,13913,2788115ns,200ns,180ns,38229ns
dot Product,12933,105826877ns,8182ns,6980ns,239769ns
Sequential Broadcast,98861,114334753ns,1156ns,40ns,90290ns
Residual Calculation,12933,72502457ns,5606ns,3960ns,152320ns
Reduction,25866,197200742ns,7623ns,6180ns,76650ns
Halo,980,445976ns,455ns,390ns,4380ns
MPI Communication Init,14403,9176611ns,637ns,380ns,68350ns
MPI Communication Wait,14403,12703338ns,881ns,290ns,56930ns
A dot Product,12933,139635583ns,10796ns,8609ns,79119ns
CG Iteration,12933,528332628ns,40851ns,25690ns,198649ns
Compute dt,490,381929748ns,779448ns,16260ns,41675455ns
Pressure Solver,490,547923808ns,1118211ns,134649ns,21498804ns
