Time Step,490,1003861588ns,2048697ns,314548ns,44272221ns
Parallel Broadcast,30766,158763588ns,5160ns,50ns,94749ns
Boundary,13913,2700316ns,194ns,170ns,3800ns
dot Product,12933,105621840ns,8166ns,6930ns,239639ns
Sequential Broadcast,98861,116150313ns,1174ns,39ns,100679ns
Residual Calculation,12933,71147548ns,5501ns,3970ns,139710ns
Reduction,25866,199310246ns,7705ns,6190ns,20480ns
Halo,980,455636ns,464ns,390ns,2220ns
MPI Communication Init,14403,9158221ns,635ns,400ns,6820ns
MPI Communication Wait,14403,12138202ns,842ns,300ns,56430ns
A dot Product,12933,139060982ns,10752ns,8640ns,77719ns
CG Iteration,12933,528297745ns,40848ns,25730ns,198389ns
Compute dt,490,381861419ns,779309ns,16420ns,41751504ns
Pressure Solver,490,547237872ns,1116811ns,80620ns,21391675ns
