Time Step,490,1059000502ns,2161225ns,258058ns,44235303ns
Parallel Broadcast,30230,173472944ns,5738ns,60ns,95020ns
Boundary,13645,2646811ns,193ns,179ns,9560ns
dot Product,12665,122332857ns,9659ns,7810ns,158860ns
Sequential Broadcast,96985,125784383ns,1296ns,40ns,117239ns
Residual Calculation,12665,81705033ns,6451ns,4260ns,132109ns
Reduction,25330,214423784ns,8465ns,6959ns,30340ns
Halo,980,437069ns,445ns,390ns,6310ns
MPI Communication Init,14135,8695866ns,615ns,420ns,29420ns
MPI Communication Wait,14135,11378626ns,804ns,310ns,19080ns
A dot Product,12665,149747669ns,11823ns,9500ns,80890ns
CG Iteration,12665,577869761ns,45627ns,30020ns,181959ns
Compute dt,490,376289855ns,767938ns,18510ns,40848059ns
Pressure Solver,490,600549145ns,1225610ns,67729ns,18121161ns
