Time Step,490,1056066886ns,2155238ns,257678ns,43919895ns
Parallel Broadcast,30230,173832887ns,5750ns,60ns,89230ns
Boundary,13645,2674841ns,196ns,179ns,3150ns
dot Product,12665,122616075ns,9681ns,7820ns,144460ns
Sequential Broadcast,96985,125423024ns,1293ns,40ns,107040ns
Residual Calculation,12665,81364458ns,6424ns,4300ns,132129ns
Reduction,25330,213603511ns,8432ns,6960ns,22430ns
Halo,980,439829ns,448ns,380ns,3620ns
MPI Communication Init,14135,8837446ns,625ns,400ns,27370ns
MPI Communication Wait,14135,11038990ns,780ns,300ns,58640ns
A dot Product,12665,149548661ns,11808ns,9610ns,80900ns
CG Iteration,12665,577882384ns,45628ns,30080ns,182419ns
Compute dt,490,373311918ns,761861ns,18610ns,40532291ns
Pressure Solver,490,600959964ns,1226448ns,72209ns,18002392ns
