Time Step,490,693479630ns,1415264ns,260138ns,18376030ns
Parallel Broadcast,32190,172372224ns,5354ns,60ns,74760ns
Boundary,13645,4787137ns,350ns,329ns,3140ns
dot Product,12665,123407677ns,9743ns,8030ns,146890ns
Sequential Broadcast,110630,126857984ns,1146ns,40ns,124970ns
Residual Calculation,12665,82910986ns,6546ns,4320ns,132139ns
Reduction,25330,217160225ns,8573ns,7150ns,86080ns
Halo,980,439449ns,448ns,390ns,5670ns
MPI Communication Init,14135,4321929ns,305ns,200ns,4650ns
MPI Communication Wait,14135,9147570ns,647ns,180ns,38930ns
A dot Product,12665,153398754ns,12112ns,9710ns,79029ns
CG Iteration,12665,577962797ns,45634ns,30000ns,182429ns
Compute dt,490,10883351ns,22210ns,18680ns,49310ns
Pressure Solver,490,601686508ns,1227931ns,74419ns,18133181ns
