Time Step,490,1056783003ns,2156700ns,260948ns,43985643ns
Parallel Broadcast,32190,187294995ns,5818ns,60ns,35570ns
Boundary,13645,4925438ns,360ns,330ns,3070ns
dot Product,12665,114901877ns,9072ns,8230ns,111399ns
Sequential Broadcast,110630,140739274ns,1272ns,40ns,121849ns
Residual Calculation,12665,68809028ns,5433ns,4540ns,131179ns
Reduction,25330,240781716ns,9505ns,7919ns,27420ns
Halo,980,448260ns,457ns,390ns,2860ns
MPI Communication Init,14135,4061566ns,287ns,190ns,3840ns
MPI Communication Wait,14135,6726492ns,475ns,160ns,22450ns
A dot Product,12665,150785776ns,11905ns,10220ns,80940ns
CG Iteration,12665,577824219ns,45623ns,30280ns,181899ns
Compute dt,490,373431411ns,762104ns,18430ns,40614230ns
Pressure Solver,490,593943415ns,1212129ns,59209ns,18117211ns
