Time Step,490,1054854321ns,2152763ns,257768ns,43798544ns
Parallel Broadcast,30230,171612409ns,5676ns,60ns,77230ns
Boundary,13645,2666509ns,195ns,180ns,4150ns
dot Product,12665,123119836ns,9721ns,7530ns,165890ns
Sequential Broadcast,96985,124692726ns,1285ns,40ns,122630ns
Residual Calculation,12665,83388183ns,6584ns,4370ns,132189ns
Reduction,25330,213046420ns,8410ns,6950ns,24460ns
Halo,980,444099ns,453ns,390ns,3890ns
MPI Communication Init,14135,8169851ns,577ns,390ns,28000ns
MPI Communication Wait,14135,11057158ns,782ns,290ns,20900ns
A dot Product,12665,150979819ns,11921ns,9640ns,81000ns
CG Iteration,12665,577878830ns,45628ns,30230ns,181969ns
Compute dt,490,372221325ns,759635ns,18300ns,40404751ns
Pressure Solver,490,601358263ns,1227261ns,73779ns,18132321ns
