Time Step,962,18746555773ns,19487064ns,2233170ns,275853954ns
Parallel Broadcast,93536,6638434878ns,70971ns,110ns,513928ns
Boundary,41958,34073433ns,812ns,750ns,16090ns
dot Product,40034,2743211158ns,68522ns,66729ns,965925ns
Sequential Broadcast,338550,2650488452ns,7828ns,130ns,601468ns
Residual Calculation,40034,1420758306ns,35488ns,34000ns,232339ns
Reduction,80068,6152569158ns,76841ns,66489ns,295609ns
Halo,1924,3263275ns,1696ns,760ns,17599ns
MPI Communication Init,42920,16561989ns,385ns,250ns,9490ns
MPI Communication Wait,42920,112449652ns,2619ns,270ns,96189ns
A dot Product,40034,3496331173ns,87334ns,83740ns,247089ns
CG Iteration,40034,15394891532ns,384545ns,280589ns,720337ns
Compute dt,962,1624859291ns,1689042ns,136819ns,168174672ns
Pressure Solver,962,15703951244ns,16324273ns,628477ns,272146371ns
