Time Step,962,11744635494ns,12208560ns,1213474ns,191993527ns
Parallel Broadcast,103064,3237398555ns,31411ns,40ns,303078ns
Boundary,50570,7577622ns,149ns,130ns,17530ns
dot Product,48646,1799104862ns,36983ns,33440ns,606517ns
Sequential Broadcast,306306,1590319635ns,5191ns,50ns,477248ns
Residual Calculation,48646,1068438134ns,21963ns,17310ns,166929ns
Reduction,97292,3848709999ns,39558ns,32829ns,311859ns
Halo,1924,2237525ns,1162ns,770ns,7579ns
MPI Communication Init,51532,57830213ns,1122ns,860ns,117190ns
MPI Communication Wait,51532,89692290ns,1740ns,550ns,106040ns
A dot Product,48646,2330579188ns,47908ns,42050ns,312809ns
CG Iteration,48646,9273023834ns,190622ns,127290ns,507808ns
Compute dt,962,1527911895ns,1588266ns,72509ns,171449851ns
Pressure Solver,962,9413800434ns,9785655ns,293168ns,133368861ns
