Time Step,962,10294875080ns,10701533ns,1218495ns,134418716ns
Parallel Broadcast,106912,3214858242ns,30070ns,40ns,298038ns
Boundary,50570,23146360ns,457ns,410ns,25990ns
dot Product,48646,1806219108ns,37129ns,33680ns,610987ns
Sequential Broadcast,356876,1581566649ns,4431ns,50ns,630257ns
Residual Calculation,48646,1102556295ns,22664ns,17660ns,167079ns
Reduction,97292,3853834372ns,39611ns,33019ns,282579ns
Halo,1924,2347857ns,1220ns,800ns,8440ns
MPI Communication Init,51532,36929273ns,716ns,540ns,32910ns
MPI Communication Wait,51532,68768250ns,1334ns,370ns,111020ns
A dot Product,48646,2360014434ns,48514ns,42330ns,325409ns
CG Iteration,48646,9272312835ns,190607ns,127389ns,492308ns
Compute dt,962,77300084ns,80353ns,72380ns,205389ns
Pressure Solver,962,9431264318ns,9803809ns,300958ns,133387141ns
