Time Step,962,11740808853ns,12204583ns,1218214ns,191448450ns
Parallel Broadcast,106912,3238723296ns,30293ns,50ns,303768ns
Boundary,50570,25310881ns,500ns,460ns,15270ns
dot Product,48646,1852579092ns,38082ns,33860ns,670447ns
Sequential Broadcast,356876,1560444599ns,4372ns,50ns,788346ns
Residual Calculation,48646,1069397775ns,21983ns,17580ns,166029ns
Reduction,97292,3903035863ns,40116ns,33409ns,285049ns
Halo,1924,2480324ns,1289ns,810ns,7519ns
MPI Communication Init,51532,41602837ns,807ns,570ns,56200ns
MPI Communication Wait,51532,65671374ns,1274ns,420ns,112780ns
A dot Product,48646,2341849425ns,48140ns,42380ns,324779ns
CG Iteration,48646,9272298117ns,190607ns,126830ns,492228ns
Compute dt,962,1523455704ns,1583633ns,72120ns,170915144ns
Pressure Solver,962,9468027270ns,9842024ns,316629ns,133379961ns
