Time Step,962,11667691159ns,12128577ns,1328724ns,197936704ns
Parallel Broadcast,87436,3716583796ns,42506ns,100ns,347028ns
Boundary,38908,25771856ns,662ns,610ns,19110ns
dot Product,36984,1627480900ns,44004ns,40710ns,482998ns
Sequential Broadcast,314150,1608345794ns,5119ns,100ns,880956ns
Residual Calculation,36984,913279912ns,24693ns,21070ns,241179ns
Reduction,73968,3554379237ns,48052ns,40360ns,156889ns
Halo,1924,2265882ns,1177ns,670ns,7290ns
MPI Communication Init,39870,15463320ns,387ns,260ns,10450ns
MPI Communication Wait,39870,108519043ns,2721ns,280ns,111840ns
A dot Product,36984,2125984105ns,57483ns,51180ns,178199ns
CG Iteration,36984,9084512271ns,245633ns,174569ns,545398ns
Compute dt,962,1514000162ns,1573804ns,87100ns,165832163ns
Pressure Solver,962,9261321083ns,9627152ns,327728ns,173339200ns
