Time Step,962,11663488810ns,12124208ns,1331964ns,197461746ns
Parallel Broadcast,83588,3615116089ns,43249ns,140ns,337358ns
Boundary,38908,14588380ns,374ns,340ns,66490ns
dot Product,36984,1638339066ns,44298ns,40740ns,673797ns
Sequential Broadcast,275242,1577094965ns,5729ns,100ns,530237ns
Residual Calculation,36984,1014660618ns,27435ns,20820ns,244159ns
Reduction,73968,3472977180ns,46952ns,39210ns,153129ns
Halo,1924,2274399ns,1182ns,660ns,5590ns
MPI Communication Init,39870,28869006ns,724ns,510ns,28660ns
MPI Communication Wait,39870,183433950ns,4600ns,530ns,114090ns
A dot Product,36984,2062830950ns,55776ns,49989ns,174159ns
CG Iteration,36984,9084504836ns,245633ns,174719ns,548708ns
Compute dt,962,1506060177ns,1565551ns,86470ns,165359425ns
Pressure Solver,962,9272014286ns,9638268ns,322789ns,173320640ns
