Time Step,962,11665995377ns,12126814ns,1331524ns,197720985ns
Parallel Broadcast,83588,3697166553ns,44230ns,140ns,319168ns
Boundary,38908,14544944ns,373ns,340ns,4410ns
dot Product,36984,1647051259ns,44534ns,40550ns,673357ns
Sequential Broadcast,275242,1568073929ns,5697ns,100ns,610558ns
Residual Calculation,36984,928527667ns,25106ns,20670ns,239519ns
Reduction,73968,3460611294ns,46785ns,39210ns,134120ns
Halo,1924,2177281ns,1131ns,650ns,4470ns
MPI Communication Init,39870,27529553ns,690ns,520ns,102329ns
MPI Communication Wait,39870,187949854ns,4714ns,530ns,130309ns
A dot Product,36984,2066178881ns,55866ns,49890ns,167629ns
CG Iteration,36984,9084355969ns,245629ns,174729ns,545208ns
Compute dt,962,1509085722ns,1568696ns,86330ns,165620854ns
Pressure Solver,962,9277579958ns,9644054ns,341188ns,173345950ns
