Time Step,1892,387120375917ns,204609078ns,10241144ns,2213517080ns
Parallel Broadcast,479618,159679564969ns,332930ns,430ns,2560397ns
Boundary,234133,254517703ns,1087ns,870ns,42860ns
dot Product,230349,63056483208ns,273743ns,263725ns,3373820ns
Sequential Broadcast,1644607,39979177143ns,24309ns,300ns,3932624ns
Residual Calculation,230349,35630007320ns,154678ns,133401ns,2039017ns
Reduction,460698,139694681965ns,303223ns,261775ns,797178ns
Halo,3784,19271573ns,5092ns,2720ns,32791ns
MPI Communication Init,236025,329881117ns,1397ns,810ns,52181ns
MPI Communication Wait,236025,1905858597ns,8074ns,1560ns,348006ns
A dot Product,230349,79413680183ns,344753ns,330027ns,841110ns
CG Iteration,230349,363734639486ns,1579058ns,1127739ns,4703612ns
Compute dt,1892,6861879332ns,3626786ns,556757ns,656267257ns
Pressure Solver,1892,368692580659ns,194869228ns,3474938ns,2198692228ns
