Time Step,1892,387130648937ns,204614507ns,10238957ns,2213221563ns
Parallel Broadcast,487186,162467505390ns,333481ns,180ns,2492003ns
Boundary,234133,389709897ns,1664ns,1360ns,48160ns
dot Product,230349,62601828513ns,271769ns,263746ns,3084849ns
Sequential Broadcast,1878740,40402219114ns,21504ns,350ns,3634185ns
Residual Calculation,230349,33287312340ns,144508ns,133093ns,1946877ns
Reduction,460698,140548776066ns,305077ns,263286ns,831347ns
Halo,3784,22036276ns,5823ns,2640ns,32591ns
MPI Communication Init,236025,224401012ns,950ns,490ns,27720ns
MPI Communication Wait,236025,1451417945ns,6149ns,670ns,563631ns
A dot Product,230349,79485157332ns,345064ns,330197ns,864155ns
CG Iteration,230349,363726965142ns,1579025ns,1126689ns,4731872ns
Compute dt,1892,6871963611ns,3632116ns,550449ns,657461371ns
Pressure Solver,1892,368694016828ns,194869987ns,3506828ns,2198646467ns
