Time Step,1892,341285759808ns,180383593ns,14888297ns,3346534376ns
Parallel Broadcast,288078,144363730658ns,501127ns,180ns,3741064ns
Boundary,134579,315891638ns,2347ns,1810ns,33741ns
dot Product,130795,52781007778ns,403539ns,394209ns,5259647ns
Sequential Broadcast,1082308,41669024909ns,38500ns,350ns,5263745ns
Residual Calculation,130795,26990200553ns,206354ns,198289ns,2832201ns
Reduction,261590,119547210956ns,457002ns,393763ns,1079210ns
Halo,3784,27489397ns,7264ns,3810ns,33832ns
MPI Communication Init,136471,153686781ns,1126ns,510ns,31731ns
MPI Communication Wait,136471,787114509ns,5767ns,660ns,779316ns
A dot Product,130795,67252630384ns,514183ns,494823ns,1081150ns
CG Iteration,130795,310481540627ns,2373802ns,1679093ns,6499174ns
Compute dt,1892,7076127002ns,3740024ns,808826ns,618868370ns
Pressure Solver,1892,317247397014ns,167678328ns,5121694ns,3329984451ns
