Time Step,962,7133606458ns,7415391ns,852806ns,185727147ns
Parallel Broadcast,72164,1868685169ns,25894ns,100ns,182510ns
Boundary,31272,17771153ns,568ns,520ns,9080ns
dot Product,29348,854371025ns,29111ns,26390ns,671197ns
Sequential Broadcast,253062,934606498ns,3693ns,70ns,586587ns
Residual Calculation,29348,572884748ns,19520ns,14050ns,263479ns
Reduction,58696,1795462170ns,30589ns,25959ns,91970ns
Halo,1924,1715494ns,891ns,580ns,6140ns
MPI Communication Init,32234,16246092ns,504ns,270ns,99960ns
MPI Communication Wait,32234,93917334ns,2913ns,310ns,61710ns
A dot Product,29348,1206685022ns,41116ns,33020ns,307259ns
CG Iteration,29348,4869007343ns,165905ns,114329ns,461488ns
Compute dt,962,1558435827ns,1619995ns,57290ns,181366129ns
Pressure Solver,962,5001259861ns,5198814ns,211529ns,121352102ns
