Time Step,962,7130526644ns,7412189ns,853246ns,185388599ns
Parallel Broadcast,68316,1878365963ns,27495ns,100ns,194720ns
Boundary,31272,8821116ns,282ns,250ns,4340ns
dot Product,29348,852685263ns,29054ns,26150ns,670127ns
Sequential Broadcast,221790,925774355ns,4174ns,70ns,431288ns
Residual Calculation,29348,563223812ns,19191ns,13950ns,249639ns
Reduction,58696,1776800903ns,30271ns,25559ns,276279ns
Halo,1924,1698502ns,882ns,590ns,4070ns
MPI Communication Init,32234,27151538ns,842ns,510ns,29650ns
MPI Communication Wait,32234,149917459ns,4650ns,540ns,192909ns
A dot Product,29348,1153868562ns,39316ns,32770ns,294309ns
CG Iteration,29348,4868613397ns,165892ns,113989ns,457038ns
Compute dt,962,1552396174ns,1613717ns,56760ns,181028220ns
Pressure Solver,962,5001653290ns,5199223ns,215049ns,121164762ns
