Time Step,962,7121316818ns,7402616ns,853716ns,184396614ns
Parallel Broadcast,68316,1903920523ns,27869ns,100ns,179639ns
Boundary,31272,8870903ns,283ns,250ns,3790ns
dot Product,29348,853251704ns,29073ns,26220ns,672437ns
Sequential Broadcast,221790,929124921ns,4189ns,70ns,552648ns
Residual Calculation,29348,537785405ns,18324ns,13920ns,262329ns
Reduction,58696,1781707409ns,30354ns,25559ns,91870ns
Halo,1924,1590613ns,826ns,590ns,4170ns
MPI Communication Init,32234,25757682ns,799ns,520ns,63129ns
MPI Communication Wait,32234,154487825ns,4792ns,540ns,184809ns
A dot Product,29348,1147804404ns,39110ns,32570ns,300519ns
CG Iteration,29348,4868886778ns,165901ns,114289ns,461428ns
Compute dt,962,1543457476ns,1604425ns,57080ns,180002075ns
Pressure Solver,962,5001670999ns,5199242ns,212229ns,121208022ns
