Time Step,962,5640825214ns,5863643ns,849636ns,122426376ns
Parallel Broadcast,72164,1932250856ns,26775ns,100ns,199729ns
Boundary,31272,17920449ns,573ns,510ns,23330ns
dot Product,29348,854566236ns,29118ns,26410ns,611157ns
Sequential Broadcast,253062,938966947ns,3710ns,70ns,541178ns
Residual Calculation,29348,509681276ns,17366ns,13840ns,261649ns
Reduction,58696,1799314686ns,30654ns,25959ns,88150ns
Halo,1924,1719013ns,893ns,600ns,4400ns
MPI Communication Init,32234,15020265ns,465ns,270ns,90770ns
MPI Communication Wait,32234,98549143ns,3057ns,310ns,183249ns
A dot Product,29348,1198030203ns,40821ns,32790ns,300849ns
CG Iteration,29348,4868679753ns,165894ns,112630ns,463578ns
Compute dt,962,66270318ns,68888ns,57250ns,155689ns
Pressure Solver,962,4997854508ns,5195274ns,209079ns,121582090ns
